,x,X,n_trials,a_rew,a_pun,K,theta,omega_f,omega_p
20,"[0 2 3 2 1 0 1 0 3 3 2 1 1 2 2 1 1 1 3 2 2 3 3 2 3 1 1 3 3 3 2 2 2 0 2 0 2
 2 0 2 2 2 3 2 3 2 2 2 2 2 3 3 2 2 2 2 2 2 2 0 2 2 2 2 3 2 2 0 2 2 2 0 3 0
 2 2 2 3 2 2 2 2 2 0 3 3 2 3 2 2 3 2 2 2 2 2 2 2 0 2]","[  1.     0.5    0.5    0.6    1.     1.2    0.8   -0.7    0.4    0.45
  -0.1    1.1    1.2    0.55   0.05   0.9    1.     0.9    0.45   0.45
   0.     0.55   0.6    0.45   0.4    1.2  -11.4    0.55   0.5   -1.9
   0.1   -0.1    0.55   0.9    0.3   -1.9   -0.1    0.45   1.     0.45
   0.4    0.25   0.55  -0.15   0.4    0.7   -0.1    0.6    0.4    0.55
   0.6    0.4    0.3    0.15   0.1    0.55   0.4   -0.35   0.3   -1.2
   0.4    0.75   0.3    0.35   0.45   0.45   0.65   1.2   -0.2    0.5
  -0.05  -1.4    0.55  -2.6    0.1    0.45   0.8    0.65   0.35   0.4
   0.5    0.45  -0.15   1.1    0.7    0.5    0.55  -2.05   0.     0.15
   0.6    0.5    0.6    0.4    0.45   0.55   0.5   -0.1   -2.2    0.6 ]",100,0.09147833286618856,0.9470244610404873,2.263083719014625,1.2003044647285295,0.9564943336440674,0.1268041517760523
21,"[1 0 2 1 3 3 3 3 3 0 0 2 3 0 0 3 2 0 1 1 3 3 2 1 2 2 3 3 1 0 0 3 3 3 2 2 1
 0 0 3 1 1 1 2 3 3 0 0 1 3 0 0 1 0 2 1 2 0 1 2 1 2 0 3 3 3 2 2 2 1 2 1 1 1
 3 0 3 0 1 2 2 1 0 0 0 1 3 3 2 2 1 2 2 2 0 2 3 1 1 2]","[  1.     1.     0.5    0.8    0.5    0.4    0.45   0.45   0.55   1.2
  -0.7    0.6    0.6    0.9   -1.9    0.4   -0.1    1.     1.1    1.2
   0.55   0.5    0.55   0.9    0.05   0.45  -1.9    0.55   1.    -1.2
   1.2    0.4    0.6    0.4    0.     0.45   0.9   -1.4   -2.6    0.45
   1.2  -11.4    0.8    0.1    0.55   0.65   1.1   -2.2    1.1    0.7
   0.9   -1.5    1.    -0.8   -0.1    0.9    0.55   1.1  -13.7    0.3
   1.2   -0.1   -2.1    0.5   -2.05   0.6    0.45   0.45   0.4    1.3
   0.25   1.1    0.9    1.     0.55  -0.2    0.65  -1.3    1.2   -0.15
   0.7  -16.3    1.    -1.3   -1.6    1.1    0.8    0.4   -0.1    0.6
   1.4    0.4    0.55   0.3    1.1    0.15   0.8    1.3    1.     0.1 ]",100,0.9218871510668227,0.1841529213918115,4.765237363505571,0.09773218091921776,0.9767721110549149,0.9006808373725869
22,"[1 3 3 2 3 3 1 3 3 3 3 3 3 1 0 0 0 1 1 1 1 1 1 2 2 3 3 2 2 2 2 2 2 2 2 2 2
 2 0 0 2 2 2 2 0 2 2 3 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 3 3 2 2 2 2 3 3 3 2 2
 2 2 2 2 2 2 2 2 3 2 3 2 2 2 2 2 2 2 2 2 2 2 0 3 0 0]","[  1.     0.5    0.4    0.5    0.45   0.45   0.8    0.55   0.6    0.4
   0.55   0.5   -1.9    1.1    1.     1.2   -0.7    1.2    0.9    1.
   0.9    1.2  -11.4    0.6   -0.1    0.55   0.4    0.55   0.05   0.45
   0.     0.45   0.1   -0.1    0.55   0.3   -0.1    0.45   0.9   -1.9
   0.45   0.4    0.25  -0.15   1.     0.7   -0.1    0.6    0.6    0.4
   0.55   0.3    0.15   0.1    0.55   0.4   -0.35  -1.2    0.3    0.4
   0.75   0.3    0.35   0.4    0.45   0.45   0.65  -0.2    0.5    0.55
   0.65   0.7   -0.05   0.1    0.45   0.8    0.35   0.4    0.5    0.45
  -0.15   0.55   0.5    0.    -2.05   0.15   0.5    0.6    0.4    0.45
   0.55   0.5   -0.1    0.6    0.05   0.2    1.2    0.6   -1.4   -2.6 ]",100,0.07070633269729942,0.4549461418128623,4.592967681828294,3.364467067785629,0.0576413646879661,0.9889399919199312
23,"[1 1 0 1 1 1 2 3 0 1 2 2 1 2 0 2 2 3 3 3 1 1 0 3 3 0 0 2 3 3 3 3 0 0 0 2 3
 2 0 2 3 2 2 2 3 2 3 2 3 2 3 3 3 2 3 3 2 2 2 2 2 2 2 2 3 2 3 3 3 3 3 3 3 2
 2 3 2 3 2 2 2 2 3 3 3 3 2 3 3 3 3 3 3 3 2 3 2 3 3 3]","[  1.     0.8    1.     1.1    1.2    0.9    0.5    0.5    1.2    1.
   0.6   -0.1    0.9    0.55  -0.7    0.05   0.45   0.4    0.45   0.45
   1.2  -11.4    0.9    0.55   0.6   -1.9    1.     0.     0.4    0.55
   0.5   -1.9   -1.2    1.2   -1.4    0.45   0.55   0.1   -2.6   -0.1
   0.4    0.55   0.3   -0.1    0.6    0.45   0.4    0.45   0.45   0.4
   0.55   0.65   0.7    0.25   0.5   -2.05  -0.15   0.7   -0.1    0.6
   0.4    0.55   0.3    0.15   0.6    0.1    0.55   0.65   0.8    0.4
   0.8    0.4    0.65   0.55   0.4   -2.45  -0.35   0.6    0.3    0.4
   0.75   0.3    0.65   0.75   0.6    0.65   0.35  -2.5    0.85   0.45
   0.55   0.7    0.55   0.7    0.45   0.8    0.65   0.65   0.7   -2.7 ]",100,0.47879535640489057,0.8623924609595331,1.9315032794687526,0.7583512133958492,0.19357947436984946,0.43450202026662765
24,"[0 1 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 3 3 3 3 3 3 3 3 3 3 0 0 3 3 0 3
 3 2 3 3 3 3 3 3 0 0 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2 3 3
 0 2 3 3 2 3 3 0 3 3 3 2 0 0 3 3 3 3 3 3 3 3 3 3 3 3]","[  1.     1.     1.2   -0.7    0.8    1.1    1.2    0.9    1.     0.9
   1.2  -11.4    0.9   -1.9    1.    -1.2    1.2   -1.4   -2.6    1.1
  -2.2    0.5    0.4    0.45   0.45   0.55   0.6    0.4    0.55   0.5
  -1.9    0.9   -1.5    0.55   0.4   -0.8    0.6    0.4    0.5    0.45
   0.55   0.65   0.7    0.5   -2.05   1.1   -2.1    0.6   -0.1    0.55
   0.05   0.45   0.     0.45   0.1    0.6    0.55   0.65   0.8    0.4
   0.8    0.4    0.65  -2.45   0.6    0.65   0.75   0.6    0.65  -2.5
   0.85  -0.1    0.45   0.55  -0.2    0.55   0.7    0.55   0.3    0.7
   0.8   -1.3    0.65   0.7   -2.7   -0.1    1.    -1.3    0.9    0.5
   0.6    0.75   0.6    0.75   0.85   0.7    0.75   0.85   0.95   0.55]",100,0.4909693644627757,0.1776480923078284,3.730585612604478,3.4518642289839403,0.4349722234924298,0.059948341574773134
25,"[0 2 2 2 0 2 2 0 0 0 0 1 1 1 1 1 1 1 1 1 0 3 3 3 3 3 3 3 3 3 3 3 2 2 2 2 2
 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 2 2 2 2 2 2 2 2 2
 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3]","[  1.     0.5    0.6   -0.1    1.2    0.55   0.05  -0.7    0.9   -1.9
   1.     1.     0.8    1.1    1.2    0.9    1.     0.9    1.2  -11.4
  -1.2    0.5    0.4    0.45   0.45   0.55   0.6    0.4    0.55   0.5
  -1.9    0.55   0.45   0.     0.45   0.1   -0.1    0.55   0.3   -0.1
   0.45   0.45   0.4    0.25  -0.15   0.7   -0.1    0.6    0.4    0.55
   0.3    0.15   0.1    0.55   0.4   -0.35   0.3    0.4    0.75   0.3
   0.35   0.45   0.65  -0.2    0.4    0.5   -0.05   0.1    0.45   0.8
   0.35   0.4    0.5    0.45  -0.15   0.55   0.     0.15   0.5    0.6
   0.4    0.45   0.55   0.5   -0.1    0.6    0.05   0.2    0.6    0.4
   0.45   0.55   0.65   0.7    0.5   -2.05   0.6    0.55   0.65   0.8 ]",100,0.13430820349352746,0.2680249302332981,1.551044543813644,3.900925533012411,0.2613819871047448,0.5343511427296879
26,"[3 3 1 0 2 2 3 1 3 2 3 3 3 3 0 3 3 3 3 1 1 1 0 3 3 2 1 0 3 0 3 0 2 3 2 2 3
 3 0 2 1 3 1 1 1 0 1 3 2 3 3 1 0 3 1 1 2 2 0 3 2 0 0 0 0 3 1 0 1 3 1 2 2 2
 3 3 2 1 3 1 0 3 1 1 0 1 0 1 3 0 3 3 3 3 2 3 0 3 1 2]","[  0.5    0.4    1.     1.     0.5    0.6    0.45   0.8    0.45  -0.1
   0.55   0.6    0.4    0.55   1.2    0.5   -1.9    0.55   0.4    1.1
   1.2    0.9   -0.7    0.6    0.4    0.55   1.     0.9    0.45  -1.9
   0.55   1.     0.05   0.65   0.45   0.     0.7    0.5   -1.2    0.45
   0.9   -2.05   1.2  -11.4    0.8    1.2    1.1    0.6    0.1    0.55
   0.65   1.    -1.4    0.8    0.9  -13.7   -0.1    0.55  -2.6    0.4
   0.3    1.1   -2.2    0.9   -1.5    0.8    1.2   -0.8    1.3    0.4
   1.1   -0.1    0.45   0.45   0.65  -2.45   0.4    0.9    0.6    1.
   1.1    0.65   1.2  -16.3   -2.1    1.1   -0.2    1.4    0.75  -1.3
   0.6    0.65  -2.5    0.85   0.25   0.45   1.     0.55   1.3   -0.15]",100,0.36007774950452986,0.08343461652618134,3.249412282627566,0.2877388307515427,0.5275848716586151,0.8817931196383665
27,"[1 3 3 1 3 1 1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 0 3 3 0 0 3 3 3 3 3 3 3 3 3 3 3 3 2 3 3 0
 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]","[  1.     0.5    0.4    0.8    0.45   1.1    1.2    0.9    1.     0.9
   1.2  -11.4    0.45   0.55   0.6    0.4    0.55   0.5   -1.9    0.55
   0.4    0.6    0.4    0.45   0.55   0.65   0.7    0.5   -2.05   0.6
   0.55   0.65   0.8    0.4    0.8    0.4    0.65  -2.45   0.6    0.65
   0.75   0.6    0.65  -2.5    0.85   0.45   0.55   0.7    0.55   0.7
   0.8    0.65   0.7    1.    -2.7    0.9    1.2   -0.7    0.5    0.6
   0.75   0.6    0.75   0.85   0.7    0.75   0.85   0.95   0.55  -3.1
   0.5    0.8    0.65   0.9   -1.9    0.6   -0.1    0.55   0.05   0.45
   0.     0.45   0.1   -0.1    0.55   0.3   -0.1    0.45   0.45   0.4
   0.25  -0.15   0.7   -0.1    0.6    0.4    0.55   0.3    0.15   0.1 ]",100,0.1155208025424802,0.15692818620125626,0.9675390734575451,3.7909596334700684,0.484037495211437,0.8603036924656636
28,"[0 0 0 2 2 2 0 0 2 1 2 2 2 2 2 2 1 1 1 1 1 1 1 1 3 2 2 2 3 3 3 2 3 3 3 0 3
 3 3 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 3 3 3 3 3 3 3 3 3 3 3]","[  1.     1.2   -0.7    0.5    0.6   -0.1    0.9   -1.9    0.55   1.
   0.05   0.45   0.     0.45   0.1   -0.1    0.8    1.1    1.2    0.9
   1.     0.9    1.2  -11.4    0.5    0.55   0.3   -0.1    0.4    0.45
   0.45   0.45   0.55   0.6    0.4    1.     0.55   0.5   -1.9    0.45
   0.4    0.25  -0.15   0.7   -0.1   -1.2    0.6    0.4    0.55   0.3
   0.15   0.1    0.55   0.4   -0.35   0.3    0.4    0.75   0.3    0.35
   0.45   0.65  -0.2    0.5   -0.05   0.1    0.45   0.8    0.35   0.4
   0.5    0.45  -0.15   0.55   0.     0.15   0.5    0.6    0.4    0.45
   0.55   0.5   -0.1    0.6    0.05   0.2    1.2   -1.4   -2.6    0.55
   0.4    0.6    0.4    0.45   0.55   0.65   0.7    0.5   -2.05   0.6 ]",100,0.5878563092305871,0.5046200639952846,1.5954710070979323,3.3062857164593797,0.6362336683039576,0.300521569293803
29,"[1 1 1 1 1 1 1 1 1 2 2 2 2 2 0 0 0 0 0 0 2 0 2 2 2 3 3 3 3 3 3 3 3 3 3 2 2
 2 2 2 2 2 2 2 3 2 2 3 3 3 3 3 2 2 3 2 3 2 3 3 2 2 2 2 2 2 0 0 0 2 2 2 2 2
 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0]","[  1.     0.8    1.1    1.2    0.9    1.     0.9    1.2  -11.4    0.5
   0.6   -0.1    0.55   0.05   1.     1.2   -0.7    0.9   -1.9    1.
   0.45  -1.2    0.     0.45   0.1    0.5    0.4    0.45   0.45   0.55
   0.6    0.4    0.55   0.5   -1.9   -0.1    0.55   0.3   -0.1    0.45
   0.45   0.4    0.25  -0.15   0.55   0.7   -0.1    0.4    0.6    0.4
   0.45   0.55   0.6    0.4    0.65   0.55   0.7    0.3    0.5   -2.05
   0.15   0.1    0.55   0.4   -0.35   0.3    1.2   -1.4   -2.6    0.4
   0.75   0.3    0.35   0.45   0.65  -0.2    0.5   -0.05   0.1    0.45
   0.8    0.35   0.4    0.5    0.45  -0.15   0.55   0.     0.15   0.5
   0.6    0.4    0.45   0.55   0.5   -0.1    0.6    0.05   0.2    1.1 ]",100,0.59479075661993,0.32913299947801966,1.6054895551521353,3.7874504881398026,0.2337399555770131,0.046957040470236744
30,"[2 2 2 0 0 2 0 1 2 1 2 2 1 1 3 2 2 1 1 1 1 1 2 0 2 0 2 2 3 2 3 2 2 2 2 2 3
 3 2 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 3 3 3 2 3 3 2 2 2 2 2 3 3 3 3 3 2 2 2
 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 0 3]","[  0.5    0.6   -0.1    1.     1.2    0.55  -0.7    1.     0.05   0.8
   0.45   0.     1.1    1.2    0.5    0.45   0.1    0.9    1.     0.9
   1.2  -11.4   -0.1    0.9    0.55  -1.9    0.3   -0.1    0.4    0.45
   0.45   0.45   0.4    0.25  -0.15   0.7    0.45   0.55  -0.1    0.6
   0.4    0.55   0.5   -1.9    0.6    0.4    0.55   0.3    0.15   0.1
   0.55   0.4   -0.35   0.3    0.4    0.55   0.4    0.6    0.75   0.4
   0.45   0.3    0.35   0.45   0.65  -0.2    0.55   0.65   0.7    0.5
  -2.05   0.5   -0.05   0.1    0.45   0.8    0.35   0.4    0.5    0.45
  -0.15   0.55   0.     0.15   0.5    0.6    0.4    0.45   0.55   0.5
  -0.1    0.6    0.05   0.2    1.    -1.2    1.2   -1.4   -2.6    0.6 ]",100,0.3976243038909547,0.7828700896810017,0.06452477495169417,2.2477804219534376,0.28624697964830337,0.49473001340610867
31,"[1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 0 0 0 0 0 3 3 3 3 3 3 3 3 3 3 0 0 0
 0 0 3 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0]","[  1.     0.8    1.1    1.2    0.9    1.     0.9    1.2  -11.4    0.5
   0.6   -0.1    0.55   0.05   0.45   0.     0.45   0.1   -0.1    1.
   1.2   -0.7    0.9   -1.9    0.5    0.4    0.45   0.45   0.55   0.6
   0.4    0.55   0.5   -1.9    1.    -1.2    1.2   -1.4   -2.6    0.55
   0.4    0.6    0.4    0.45   0.55   0.65   0.7    0.5   -2.05   0.55
   0.3   -0.1    0.45   0.45   0.4    0.25  -0.15   0.7   -0.1    0.6
   0.4    0.55   0.3    0.15   0.1    0.55   0.4   -0.35   0.3    0.4
   0.75   0.3    0.35   0.45   0.65  -0.2    0.5   -0.05   0.1    0.45
   0.8    0.35   0.4    0.5    0.45  -0.15   0.55   0.     0.15   0.5
   0.6    0.4    0.45   0.55   0.5   -0.1    0.6    0.05   0.2    1.1 ]",100,0.7847638580641226,0.2945319928979092,4.371469753636795,4.121276304361615,0.9777130359924234,0.8268440914405497
32,"[0 0 0 3 3 3 3 3 3 3 3 3 3 2 2 2 1 1 1 1 1 1 1 1 1 0 0 2 2 2 2 2 2 2 2 2 2
 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 0 0 0 0 0 3]","[  1.     1.2   -0.7    0.5    0.4    0.45   0.45   0.55   0.6    0.4
   0.55   0.5   -1.9    0.5    0.6   -0.1    1.     0.8    1.1    1.2
   0.9    1.     0.9    1.2  -11.4    0.9   -1.9    0.55   0.05   0.45
   0.     0.45   0.1   -0.1    0.55   0.3   -0.1    0.45   0.45   0.4
   0.25  -0.15   0.7   -0.1    0.6    0.4    0.55   0.3    0.15   0.1
   0.55   0.4   -0.35   0.3    0.4    0.75   0.3    0.35   0.45   0.65
  -0.2    0.5   -0.05   0.1    0.45   0.8    0.35   0.4    0.5    0.45
  -0.15   0.55   0.     0.15   0.5    0.6    0.4    0.45   0.55   0.5
  -0.1    0.6    0.05   0.2    0.55   0.4    0.6    0.4    0.45   0.55
   0.65   0.7    0.5   -2.05   1.    -1.2    1.2   -1.4   -2.6    0.6 ]",100,0.44963425124436474,0.8597063768480765,1.819734221416101,4.00607957066014,0.8185832126630606,0.4293955586289637
33,"[0 0 1 1 2 2 2 0 1 1 1 2 0 1 1 1 1 0 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 0 3 3 3
 3 2 3 2 3 3 3 3 3 0 3 3 3 3 0 2 2 3 3 2 3 3 3 2 2 3 2 3 2 2 3 2 3 3 3 3 2
 3 2 2 3 3 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 2 2]","[  1.     1.2    1.     0.8    0.5    0.6   -0.1   -0.7    1.1    1.2
   0.9    0.55   0.9    1.     0.9    1.2  -11.4   -1.9    0.05   0.45
   0.     0.45   0.1   -0.1    0.55   0.3   -0.1    0.45   0.45   0.4
   0.25   1.    -0.15  -1.2    0.5    0.4    0.45   0.45   0.7    0.55
  -0.1    0.6    0.4    0.55   0.5   -1.9    1.2    0.55   0.4    0.6
   0.4   -1.4    0.6    0.4    0.45   0.55   0.55   0.65   0.7    0.5
   0.3    0.15  -2.05   0.1    0.6    0.55   0.4    0.55  -0.35   0.65
   0.8    0.4    0.8    0.3    0.4    0.4    0.75   0.65  -2.45   0.3
   0.35  -2.6    0.45   0.65  -0.2    0.5   -0.05   0.1    0.45   0.8
   0.35   0.4    0.5    0.45  -0.15   0.55   0.     0.6    0.15   0.5 ]",100,0.18790462140386455,0.4952485170331955,3.9474637811054194,1.9403984706873167,0.17612835924263115,0.9132720660917985
34,"[0 0 0 0 1 3 3 0 2 2 2 3 1 3 3 3 1 3 1 1 2 3 2 1 2 2 1 2 1 3 0 3 1 3 2 2 2
 2 2 3 0 0 2 0 2 0 2 2 2 3 3 3 2 3 3 3 3 0 0 2 2 2 2 2 3 0 3 3 2 2 2 1 0 3
 3 0 3 1 3 2 0 0 3 3 3 2 1 0 3 2 2 2 2 2 2 2 2 2 2 2]","[  1.     1.2   -0.7    0.9    1.     0.5    0.4   -1.9    0.5    0.6
  -0.1    0.45   0.8    0.45   0.55   0.6    1.1    0.4    1.2    0.9
   0.55   0.55   0.05   1.     0.45   0.     0.9    0.45   1.2    0.5
   1.    -1.9  -11.4    0.55   0.1   -0.1    0.55   0.3   -0.1    0.4
  -1.2    1.2    0.45  -1.4    0.45  -2.6    0.4    0.25  -0.15   0.6
   0.4    0.45   0.7    0.55   0.65   0.7    0.5    1.1   -2.2   -0.1
   0.6    0.4    0.55   0.3   -2.05   0.9    0.6    0.55   0.15   0.1
   0.55   0.8   -1.5    0.65   0.8   -0.8    0.4    1.1    0.8    0.4
   1.1   -2.1    0.4    0.65  -2.45  -0.35   1.    -0.2    0.6    0.3
   0.4    0.75   0.3    0.35   0.45   0.65  -0.2    0.5   -0.05   0.1 ]",100,0.004258328519872956,0.1712048560997359,0.7620909192932601,1.0658069109305968,0.7449676477951955,0.6509060253542184
35,"[0 0 0 3 3 3 1 1 1 1 3 1 1 1 1 1 3 3 3 3 3 3 0 0 2 2 2 2 2 2 0 2 2 2 2 0 2
 2 2 2 2 2 2 2 2 2 2 2 0 0 2 2 2 2 2 2 2 3 3 2 2 2 3 3 3 2 3 3 3 3 3 2 2 2
 2 2 2 3 3 2 3 3 2 3 3 2 2 2 2 3 3 3 2 2 2 2 2 2 2 2]","[  1.     1.2   -0.7    0.5    0.4    0.45   1.     0.8    1.1    1.2
   0.45   0.9    1.     0.9    1.2  -11.4    0.55   0.6    0.4    0.55
   0.5   -1.9    0.9   -1.9    0.5    0.6   -0.1    0.55   0.05   0.45
   1.     0.     0.45   0.1   -0.1   -1.2    0.55   0.3   -0.1    0.45
   0.45   0.4    0.25  -0.15   0.7   -0.1    0.6    0.4    1.2   -1.4
   0.55   0.3    0.15   0.1    0.55   0.4   -0.35   0.55   0.4    0.3
   0.4    0.75   0.6    0.4    0.45   0.3    0.55   0.65   0.7    0.5
  -2.05   0.35   0.45   0.65  -0.2    0.5   -0.05   0.6    0.55   0.1
   0.65   0.8    0.45   0.4    0.8    0.8    0.35   0.4    0.5    0.4
   0.65  -2.45   0.45  -0.15   0.55   0.     0.15   0.5    0.6    0.4 ]",100,0.654278057719229,0.8887702553323394,0.6202788965343048,1.4248068480586977,0.7963267506014037,0.05675221583363643
36,"[2 2 2 3 0 1 2 0 3 2 2 2 3 0 1 1 1 1 1 1 1 1 2 0 2 2 3 3 3 3 0 3 3 3 2 2 2
 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 0 0 0 0 0 3]","[  0.5    0.6   -0.1    0.5    1.     1.     0.55   1.2    0.4    0.05
   0.45   0.     0.45  -0.7    0.8    1.1    1.2    0.9    1.     0.9
   1.2  -11.4    0.45   0.9    0.1   -0.1    0.45   0.55   0.6    0.4
  -1.9    0.55   0.5   -1.9    0.55   0.3   -0.1    0.45   0.45   0.4
   0.25  -0.15   0.7   -0.1    0.6    0.4    0.55   0.3    0.15   0.1
   0.55   0.4   -0.35   0.3    0.4    0.75   0.3    0.35   0.45   0.65
  -0.2    0.5   -0.05   0.1    0.45   0.8    0.35   0.4    0.5    0.45
  -0.15   0.55   0.     0.15   0.5    0.6    0.4    0.45   0.55   0.5
  -0.1    0.6    0.05   0.2    0.55   0.4    0.6    0.4    0.45   0.55
   0.65   0.7    0.5   -2.05   1.    -1.2    1.2   -1.4   -2.6    0.6 ]",100,0.2275819643732524,0.8239301411727509,3.505006465005684,3.414822072149455,0.2846793108928176,0.5731514158158353
37,"[0 0 0 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2
 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
 2 0 0 1 1 1 1 1 1 1 1 1 0 0 0 3 3 3 3 3 3 3 3 3 3 3]","[  1.     1.2   -0.7    0.9   -1.9    0.5    0.6   -0.1    0.55   0.05
   0.45   0.     0.45   0.1   -0.1    0.55   0.3   -0.1    0.5    0.4
   0.45   0.45   0.55   0.6    0.4    0.55   0.5   -1.9    0.45   0.45
   0.4    0.25  -0.15   0.7   -0.1    0.6    0.4    0.55   0.3    0.15
   0.1    0.55   0.4   -0.35   0.3    0.4    0.75   0.3    0.35   0.45
   0.65  -0.2    0.5   -0.05   0.1    0.45   0.8    0.35   0.4    0.5
   0.45  -0.15   0.55   0.     0.15   0.5    0.6    0.4    0.45   0.55
   0.5   -0.1    0.6    0.05   0.2    1.    -1.2    1.     0.8    1.1
   1.2    0.9    1.     0.9    1.2  -11.4    1.2   -1.4   -2.6    0.55
   0.4    0.6    0.4    0.45   0.55   0.65   0.7    0.5   -2.05   0.6 ]",100,0.9319200524175234,0.3579765800406476,1.218802999159128,4.742680623036727,0.5462063991182234,0.5151386141500965
38,"[1 0 2 3 1 3 3 3 2 1 0 2 1 2 3 0 2 2 1 0 0 3 2 3 3 1 0 3 3 0 1 2 0 0 1 2 0
 2 2 0 1 0 3 0 0 0 3 1 2 0 1 2 3 0 2 1 1 0 1 2 3 2 1 1 2 2 2 2 3 1 3 2 0 0
 2 0 1 1 1 2 0 0 0 2 2 2 2 1 0 3 3 3 0 0 0 3 3 3 0 3]","[  1.     1.     0.5    0.5    0.8    0.4    0.45   0.45   0.6    1.1
   1.2   -0.1    1.2    0.55   0.55  -0.7    0.05   0.45   0.9    0.9
  -1.9    0.6    0.     0.4    0.55   1.     1.     0.5   -1.9   -1.2
   0.9    0.45   1.2   -1.4    1.2    0.1   -2.6   -0.1    0.55   1.1
 -11.4   -2.2    0.55   0.9   -1.5   -0.8    0.4    0.8    0.3    1.1
   1.1   -0.1    0.6   -2.1    0.45   1.     0.9   -0.2  -13.7    0.45
   0.4    0.4    1.2    1.3    0.25  -0.15   0.7   -0.1    0.45   1.1
   0.55   0.6   -1.3    1.     0.4   -1.3    0.9    1.     1.2    0.55
  -1.6    1.1   -2.4    0.3    0.15   0.1    0.55 -16.3    1.     0.65
   0.7    0.5   -0.8   -1.2   -0.4   -2.05   0.6    0.55  -1.1    0.65]",100,0.7038801047646055,0.2804902749705772,4.299530683145151,0.38450165436884065,0.3208627560595222,0.21626070017079446
39,"[2 3 2 2 0 2 0 0 0 0 3 2 3 0 3 0 0 1 1 0 1 1 2 0 3 3 1 1 1 0 0 1 3 0 1 3 3
 3 0 0 0 2 0 0 2 0 3 3 0 0 0 0 3 0 3 0 1 0 1 0 0 0 2 0 2 3 2 3 2 3 2 3 3 1
 0 0 3 3 1 2 1 1 1 0 0 1 2 2 1 3 1 3 1 2 0 3 3 3 3 3]","[  0.5    0.5    0.6   -0.1    1.     0.55   1.2   -0.7    0.9   -1.9
   0.4    0.05   0.45   1.     0.45  -1.2    1.2    1.     0.8   -1.4
   1.1    1.2    0.45  -2.6    0.55   0.6    0.9    1.     0.9    1.1
  -2.2    1.2    0.4    0.9  -11.4    0.55   0.5   -1.9   -1.5   -0.8
   1.1    0.    -2.1   -0.2    0.45  -1.3    0.55   0.4    1.    -1.3
  -1.6    1.1    0.6   -2.4    0.4    1.     0.8   -0.8    1.1   -1.2
  -0.4   -1.1    0.1    1.2   -0.1    0.45   0.55   0.55   0.3    0.65
  -0.1    0.7    0.5    1.    -2.2   -0.8   -2.05   0.6    0.9    0.45
 -13.7    1.2    1.3   -1.1   -1.2    1.1    0.45   0.4    0.9    0.55
   1.     0.65   1.2    0.25  -0.4    0.8    0.4    0.8    0.4    0.65]",100,0.6224022079094886,0.03634406790959377,1.789426715940663,1.083884499632699,0.2716766535681535,0.8492187593471329
